Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Ma, M., Skubic, M., Ai, K., Hubbard, J.","57195626423;7003989598;57195627179;57195625939;","Angel-Echo: A Personalized Health Care Application",2017,"Proceedings - 2017 IEEE 2nd International Conference on Connected Health: Applications, Systems and Engineering Technologies, CHASE 2017",,, 8010646,"258","259",,1,"10.1109/CHASE.2017.91","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029392838&doi=10.1109%2fCHASE.2017.91&partnerID=40&md5=002d3f8640422849cb75d7c36d77f260",Conference Paper,"Final",,Scopus,2-s2.0-85029392838
"Dubey, H., Constant, N., Mankodiya, K.","36975043000;57160006000;35111270300;","RESPIRE: A Spectral Kurtosis-Based Method to Extract Respiration Rate from Wearable PPG Signals",2017,"Proceedings - 2017 IEEE 2nd International Conference on Connected Health: Applications, Systems and Engineering Technologies, CHASE 2017",,, 8010619,"84","89",,2,"10.1109/CHASE.2017.64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029361749&doi=10.1109%2fCHASE.2017.64&partnerID=40&md5=74be132e1e5b5d75624dea1f2bfcff61",Conference Paper,"Final",,Scopus,2-s2.0-85029361749
"Kano, M.","57195738215;","BlueSkyNet: BLE multi-hop network management architecture",2017,"MobiArch 2017 - Proceedings of the 2017 Workshop on Mobility in the Evolving Internet Architecture, Part of SIGCOMM 2017",,,,"1","6",,,"10.1145/3097620.3097621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029725801&doi=10.1145%2f3097620.3097621&partnerID=40&md5=2d8f38d627f93e10d8cd9f3876eceed4",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85029725801
"Ahmad, B.I., Ardeshiri, T., Langdon, P., Godsill, S.J., Popham, T.","26422007200;49961025300;55781400200;7004018739;56026448700;","Modelling received signal strength from on-vehicle BLE beacons using skewed distributions: A preliminary study",2017,"20th International Conference on Information Fusion, Fusion 2017 - Proceedings",,, 8009763,"","",,1,"10.23919/ICIF.2017.8009763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029439546&doi=10.23919%2fICIF.2017.8009763&partnerID=40&md5=e4b0afb21509f4e74f3c9a8190f2777d",Conference Paper,"Final",,Scopus,2-s2.0-85029439546
"Zolfaghari, A., Said, M.E., Youssef, M., Zhang, G., Liu, T.T., Cattivelli, F., Syllaios, Y.I., Khan, F., Fang, F.Q., Wang, J., Li, K.-Y.J., Liao, F.H.-F., Jin, D.S., Roussel, V., Lee, D.-U., Hameed, F.M.","21835237300;57197706305;57197157666;57197713847;57197719699;57197714260;57197715250;57197715870;57197718459;57197715932;55488072900;57197716652;57197714160;57188692139;57197707153;57197705531;","A multi-mode WPAN (Bluetooth, BLE, IEEE 802.15.4) SoC for low-power and IoT applications",2017,"IEEE Symposium on VLSI Circuits, Digest of Technical Papers",,, 8008554,"C74","C75",,3,"10.23919/VLSIC.2017.8008554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034113904&doi=10.23919%2fVLSIC.2017.8008554&partnerID=40&md5=4f4da5c6f91aa4c6a0fdc374f103b69f",Conference Paper,"Final",,Scopus,2-s2.0-85034113904
"Pancham, J., Millham, R., Fong, S.J.","56989909900;6507995651;7102256353;","Evaluation of Real Time Location System technologies in the health care sector",2017,"Proceedings of the 2017 17th International Conference on Computational Science and Its Applications, ICCSA 2017",,, 7999645,"","",,5,"10.1109/ICCSA.2017.7999645","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041230010&doi=10.1109%2fICCSA.2017.7999645&partnerID=40&md5=04129e67de184438fff48ff560a1a935",Conference Paper,"Final",,Scopus,2-s2.0-85041230010
"Ghorbani, A.R., Ghaznavi-Ghoushchi, M.B.","7004898425;26632774100;","A novel transceiver structure including power and audio amplifiers for Internet of Things applications",2017,"Computers and Electrical Engineering","62",,,"29","43",,1,"10.1016/j.compeleceng.2017.07.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026764958&doi=10.1016%2fj.compeleceng.2017.07.025&partnerID=40&md5=fc35fd270ab5abb701a1835ed54147a8",Article,"Final",,Scopus,2-s2.0-85026764958
"Tan, J., Liu, Q., Wang, Z.","57195962227;57195965465;34973569100;","Research and accuracy analysis of indoor precise ranging measurement model based on BLE",2017,"Journal of Geomatics","42","4",,"61","64",,,"10.14188/j.2095-6045.2016368","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030558786&doi=10.14188%2fj.2095-6045.2016368&partnerID=40&md5=b49fa5583d2073ad764a0181a49139e3",Article,"Final",,Scopus,2-s2.0-85030558786
"Oh, A.-S.","14038129200;","Design and implementation of efficient location tracking system based on bluetooth 4.0",2017,"Information (Japan)","20","8",,"5715","5720",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040839794&partnerID=40&md5=35cc1f01ff1b9095e758614158ac0f7f",Article,"Final",,Scopus,2-s2.0-85040839794
"Tsai, M., Lan, A., Shih, C.L., Huang, T., Chiu, R., Chung, S.L., Chen, J.Y., Chu, F., Chang, C.K., Yang, S.M., Chen, D., Kao, N.","56865081400;55035409700;57195426611;57195432504;57195434749;57195434716;57195435770;57205873447;56864626300;57195433244;57195427870;8724126700;","Alternative 3D Small form Factor Methodology of System in Package for IoT and Wearable Devices Application",2017,"Proceedings - Electronic Components and Technology Conference",,, 7999886,"1541","1546",,5,"10.1109/ECTC.2017.46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028088957&doi=10.1109%2fECTC.2017.46&partnerID=40&md5=2d5837be63151ffa0755623ca2df6cc8",Conference Paper,"Final",,Scopus,2-s2.0-85028088957
"Magliulo, M., Tramontano, A.","35776439500;57195514736;","Cardiac monitoring of frail oncological outpatient using wearable devices",2017,"2017 E-Health and Bioengineering Conference, EHB 2017",,, 7995519,"697","700",,,"10.1109/EHB.2017.7995519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028550656&doi=10.1109%2fEHB.2017.7995519&partnerID=40&md5=acf33ce825b87d7162e41b6827ed1f2d",Conference Paper,"Final",,Scopus,2-s2.0-85028550656
"Margelis, G., Fafoutis, X., Oikonomou, G., Piechocki, R., Tryfonas, T., Thomas, P.","57188972527;34771424300;14632503100;7003301240;23006808300;57188980927;","Physical layer secret-key generation with discreet cosine transform for the Internet of Things",2017,"IEEE International Conference on Communications",,, 7997419,"","",,6,"10.1109/ICC.2017.7997419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028301318&doi=10.1109%2fICC.2017.7997419&partnerID=40&md5=4fc6607041e46b2092545c1df9347b80",Conference Paper,"Final",,Scopus,2-s2.0-85028301318
"Zafari, F., Papapanagiotou, I., Devetsikiotis, M., Hacker, T.J.","56028822400;23103943900;35598790300;57204262878;","Enhancing the accuracy of iBeacons for indoor proximity-based services",2017,"IEEE International Conference on Communications",,, 7996508,"","",,10,"10.1109/ICC.2017.7996508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028360129&doi=10.1109%2fICC.2017.7996508&partnerID=40&md5=a8adde6ee08632c4745f4450f52a60c8",Conference Paper,"Final",,Scopus,2-s2.0-85028360129
"Solmaz, G., Wu, F.-J.","55546456200;13806879000;","Together or alone: Detecting group mobility with wireless fingerprints",2017,"IEEE International Conference on Communications",,, 7997426,"","",,2,"10.1109/ICC.2017.7997426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028311032&doi=10.1109%2fICC.2017.7997426&partnerID=40&md5=a4ba528b2f17d5f0502dff64548e8a42",Conference Paper,"Final",,Scopus,2-s2.0-85028311032
"Wu, F.-J., Solmaz, G.","13806879000;55546456200;","Are you in the line? RSSI-based queue detection in crowds",2017,"IEEE International Conference on Communications",,, 7997193,"","",,1,"10.1109/ICC.2017.7997193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028317055&doi=10.1109%2fICC.2017.7997193&partnerID=40&md5=50e5cd1b556c1961c0a193906b85f9c8",Conference Paper,"Final",,Scopus,2-s2.0-85028317055
"Shirazi, A.H.M., Lavasani, H.M., Sharifzadeh, M., Rajavi, Y., Mirabbasi, S., Taghivand, M.","55444949100;22034657500;57195952128;25927462400;6603390512;6508122760;","A 980μW 5.2dB-NF current-reused direct-conversion bluetooth-low-energy receiver in 40nm CMOS",2017,"Proceedings of the Custom Integrated Circuits Conference","2017-April",, 7993647,"","",,4,"10.1109/CICC.2017.7993647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030451742&doi=10.1109%2fCICC.2017.7993647&partnerID=40&md5=5607d8b9bb61d6cbf059194fb68a38df",Conference Paper,"Final",,Scopus,2-s2.0-85030451742
"Mighali, V., Patrono, L., Stefanizzi, M.L., Rodrigues, J.J.P.C., Solic, P.","35321280700;6507173572;35276078400;25930566300;35148467000;","A smart remote elderly monitoring system based on IoT technologies",2017,"International Conference on Ubiquitous and Future Networks, ICUFN",,, 7993745,"43","48",,7,"10.1109/ICUFN.2017.7993745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028046298&doi=10.1109%2fICUFN.2017.7993745&partnerID=40&md5=2ebbc0ba6d61090eac24b8bf6b81a22c",Conference Paper,"Final",,Scopus,2-s2.0-85028046298
"Choi, H., Jin, H., Kim, S.C.","57195431054;57195432969;12752392800;","RSS bias compensation in BLE beacon based positioning system",2017,"International Conference on Ubiquitous and Future Networks, ICUFN",,, 7993833,"494","497",,1,"10.1109/ICUFN.2017.7993833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028083140&doi=10.1109%2fICUFN.2017.7993833&partnerID=40&md5=3b2fe980432405431e4c9d04fb86d3c6",Conference Paper,"Final",,Scopus,2-s2.0-85028083140
"Intaschi, L., Bruschi, P., Iannaccone, G., Dalena, F.","56499372300;7003411683;7006384365;57197768091;","A 220-mV input, 8.6 step-up voltage conversion ratio, 10.45-μW output power, fully integrated switched-capacitor converter for energy harvesting",2017,"Proceedings of the Custom Integrated Circuits Conference","2017-April",, 7993623,"","",,3,"10.1109/CICC.2017.7993623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030458056&doi=10.1109%2fCICC.2017.7993623&partnerID=40&md5=272c3f5e4bd236d8e4700cc9c5ad4dfd",Conference Paper,"Final",,Scopus,2-s2.0-85030458056
"Hartmann, K., Quirnn, A.","55670597800;57195511972;","How useful are BLE beacons for mobile guides?",2017,"2016 5th International Conference on Wireless Networks and Embedded Systems, WECON 2016",,, 7993487,"","",,1,"10.1109/WECON.2016.7993487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028557653&doi=10.1109%2fWECON.2016.7993487&partnerID=40&md5=cd5bd558ffaea31fb96d3e15a9c2147f",Conference Paper,"Final",,Scopus,2-s2.0-85028557653
"Kao, C.-H., Hsiao, R.-S., Chen, T.-X., Chen, P.-S., Pan, M.-J.","54393312300;7005724034;18834236500;57195503840;57195503680;","A hybrid indoor positioning for asset tracking using Bluetooth low energy and Wi-Fi",2017,"2017 IEEE International Conference on Consumer Electronics - Taiwan, ICCE-TW 2017",,, 7990996,"63","64",,3,"10.1109/ICCE-China.2017.7990996","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028509647&doi=10.1109%2fICCE-China.2017.7990996&partnerID=40&md5=714c349b47f9e70fd1af31ba3798a35a",Conference Paper,"Final",,Scopus,2-s2.0-85028509647
"Sie, M.-K., Kuo, C.-H.","57195505499;12762153200;","Indoor location estimation using BLE beacon with multiple transmission power levels",2017,"2017 IEEE International Conference on Consumer Electronics - Taiwan, ICCE-TW 2017",,, 7991126,"323","324",,3,"10.1109/ICCE-China.2017.7991126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028514104&doi=10.1109%2fICCE-China.2017.7991126&partnerID=40&md5=af04141a210f09868229c76cbe2b796e",Conference Paper,"Final",,Scopus,2-s2.0-85028514104
"Huseynov, E., Seigneur, J.-M.","57188832098;6701865384;","Beacon authpath: Augmented human path authentication",2017,"Application of Information and Communication Technologies, AICT 2016 - Conference Proceedings",,, 7991702,"","",,1,"10.1109/ICAICT.2016.7991702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034240512&doi=10.1109%2fICAICT.2016.7991702&partnerID=40&md5=b67c30f3a3b6fc2d856efdeba78441cb",Conference Paper,"Final",,Scopus,2-s2.0-85034240512
"Shen, H., Cheng, P.-H.","57195512163;14018972600;","Using area judgment to adjust indoor positioning",2017,"Proceedings of the 2017 IEEE International Conference on Applied System Innovation: Applied System Innovation for Modern Technology, ICASI 2017",,, 7988404,"272","275",,,"10.1109/ICASI.2017.7988404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028576214&doi=10.1109%2fICASI.2017.7988404&partnerID=40&md5=74a6b4f1b488553ed1e013089e987756",Conference Paper,"Final",,Scopus,2-s2.0-85028576214
"Wåhslén, J., Lindh, T.","48361652900;55398004300;","Real-time performance management of assisted living services for Bluetooth low energy sensor communication",2017,"Proceedings of the IM 2017 - 2017 IFIP/IEEE International Symposium on Integrated Network and Service Management",,, 7987452,"1143","1148",,,"10.23919/INM.2017.7987452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029408358&doi=10.23919%2fINM.2017.7987452&partnerID=40&md5=40d4f26f3ce1291fadce4a99fed0057e",Conference Paper,"Final",,Scopus,2-s2.0-85029408358
"Giovanelli, D., Milosevic, B., Brunelli, D., Farella, E.","56902496500;35189292200;22233293600;8536461600;","Enhancing Bluetooth Low Energy with wake-up radios for IoT applications",2017,"2017 13th International Wireless Communications and Mobile Computing Conference, IWCMC 2017",,, 7986527,"1622","1627",,1,"10.1109/IWCMC.2017.7986527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027877052&doi=10.1109%2fIWCMC.2017.7986527&partnerID=40&md5=4a8e2d3c81a92f1935a44420b7cad0ff",Conference Paper,"Final",,Scopus,2-s2.0-85027877052
"Barker, P., Hammoudeh, M.","57196837622;24829376300;","A survey on low power network protocols for the internet of things and wireless sensor networks",2017,"ACM International Conference Proceeding Series","Part F130522",, 3102348,"","",,,"10.1145/3102304.3102348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030459579&doi=10.1145%2f3102304.3102348&partnerID=40&md5=0b904d0f6b63f11e58665e5dd9f10520",Conference Paper,"Final",,Scopus,2-s2.0-85030459579
"Ali, M., Moungla, H., Younis, M., Mehaoua, A.","56921117600;13408921700;7005564685;6701758569;","IoT-enabled Channel Selection approach for WBANs",2017,"2017 13th International Wireless Communications and Mobile Computing Conference, IWCMC 2017",,, 7986554,"1784","1790",,2,"10.1109/IWCMC.2017.7986554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027886420&doi=10.1109%2fIWCMC.2017.7986554&partnerID=40&md5=61214698ab291a6e126998ebc3262e73",Conference Paper,"Final",,Scopus,2-s2.0-85027886420
"Ganesh Raam, K., Jeelani, A., Preejith, S.P., Nagaiyan, S., Joseph, J., Sivaprakasam, M.","57195412467;57195410192;56648102700;57192918275;26321720900;6506470218;","Design, development and clinical validation of a novel urine output monitor",2017,"2017 IEEE International Symposium on Medical Measurements and Applications, MeMeA 2017 - Proceedings",,, 7985873,"188","192",,,"10.1109/MeMeA.2017.7985873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027843188&doi=10.1109%2fMeMeA.2017.7985873&partnerID=40&md5=51b282ff8ce8f51e7ac59d291e527710",Conference Paper,"Final",,Scopus,2-s2.0-85027843188
"Preejith, S.P., Jeelani, A., Maniyar, P., Joseph, J., Sivaprakasam, M.","56648102700;57195410192;57195411031;26321720900;6506470218;","Accelerometer based system for continuous respiratory rate monitoring",2017,"2017 IEEE International Symposium on Medical Measurements and Applications, MeMeA 2017 - Proceedings",,, 7985870,"171","176",,5,"10.1109/MeMeA.2017.7985870","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027851903&doi=10.1109%2fMeMeA.2017.7985870&partnerID=40&md5=b6b4c5e9737fcfd166ab2b4a29ffff5d",Conference Paper,"Final",,Scopus,2-s2.0-85027851903
"Wu, X., Shen, R., Fu, L., Tian, X., Liu, P., Wang, X.","57202826527;57195580691;35955852600;23567408100;55574230636;22136880500;","IBILL: Using iBeacon and Inertial Sensors for Accurate Indoor Localization in Large Open Areas",2017,"IEEE Access","5",, 7982961,"14589","14599",,12,"10.1109/ACCESS.2017.2726088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028946779&doi=10.1109%2fACCESS.2017.2726088&partnerID=40&md5=22382d1266f83b0e3ea5fe6161ab0bce",Article,"Final",Open Access,Scopus,2-s2.0-85028946779
"Tanaka, K., Naito, K.","57189247897;8918889600;","Demo: Implementation of cooperative bus location system with BLE devices and smartphones",2017,"2017 14th IEEE Annual Consumer Communications and Networking Conference, CCNC 2017",,, 7983180,"590","591",,,"10.1109/CCNC.2017.7983180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027409768&doi=10.1109%2fCCNC.2017.7983180&partnerID=40&md5=0df198bf8d8a0c215234f74c16453e5d",Conference Paper,"Final",,Scopus,2-s2.0-85027409768
"Kanzaki, R., Fujita, S.","56039578200;35291986900;","Indoor Positioning Based on the iBeacon Framework with Gaussian Weight Functions",2017,"Proceedings - 19th IEEE International Conference on Computational Science and Engineering, 14th IEEE International Conference on Embedded and Ubiquitous Computing and 15th International Symposium on Distributed Computing and Applications to Business, Engineering and Science, CSE-EUC-DCABES 2016",,, 7982240,"158","165",,2,"10.1109/CSE-EUC-DCABES.2016.178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026647115&doi=10.1109%2fCSE-EUC-DCABES.2016.178&partnerID=40&md5=48d4874a5c0b75e4ea5bebe9aeb6ac9b",Conference Paper,"Final",,Scopus,2-s2.0-85026647115
"Cheong, S.-N., Ling, H.-C., Teh, P.-L., Ahmed, P.K., Yap, W.-J.","7101896660;8552090200;24802337400;56275122800;7005861879;","Encrypted quick response scheme for hotel check-in and access control system",2017,"International Journal of Engineering Business Management","9",,,"","",,2,"10.1177/1847979017720039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039854455&doi=10.1177%2f1847979017720039&partnerID=40&md5=7c6bed97ec8895fc53bb5e9f3c47f50b",Article,"Final",Open Access,Scopus,2-s2.0-85039854455
"Zamfir, S., Lupu, B.-A., Stelea, G.-A., Robu, D.-N.","57189387677;26325592100;57195398787;25031829000;","Extending Linux controllability of Bluetooth Low Energy devices in the IoT",2017,"Proceedings - 2017 International Conference on Optimization of Electrical and Electronic Equipment, OPTIM 2017 and 2017 Intl Aegean Conference on Electrical Machines and Power Electronics, ACEMP 2017",,, 7975080,"875","880",,1,"10.1109/OPTIM.2017.7975080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027713718&doi=10.1109%2fOPTIM.2017.7975080&partnerID=40&md5=f4c15c86db502e0c300bbf1486e7639b",Conference Paper,"Final",,Scopus,2-s2.0-85027713718
